
Region,Country,City,Month,Day,Year,AvgTemperature
Africa,Algeria,Algiers,9,5,1997,73.9
Africa,Algeria,Algiers,9,6,1997,75.5
Africa,Algeria,Algiers,9,7,1997,75.3
Africa,Algeria,Algiers,9,8,1997,73.5
Africa,Algeria,Algiers,9,9,1997,75.2
Africa,Algeria,Algiers,9,10,1997,76.4
Africa,Algeria,Algiers,9,11,1997,79.2
Africa,Algeria,Algiers,9,12,1997,81.4
Africa,Algeria,Algiers,9,13,1997,81.5
Africa,Algeria,Algiers,9,14,1997,76.2
Africa,Algeria,Algiers,9,15,1997,75.9
Africa,Algeria,Algiers,9,16,1997,75
Africa,Algeria,Algiers,9,17,1997,75.7
Africa,Algeria,Algiers,9,18,1997,76.1
Africa,Algeria,Algiers,9,19,1997,76.2
Africa,Algeria,Algiers,9,20,1997,74.8
Africa,Algeria,Algiers,9,21,1997,72.6
Africa,Algeria,Algiers,9,22,1997,72.1
Africa,Algeria,Algiers,9,23,1997,70.8
Africa,Algeria,Algiers,9,24,1997,70
Africa,Algeria,Algiers,9,25,1997,71.3
Africa,Algeria,Algiers,9,26,1997,70.7
Africa,Algeria,Algiers,9,27,1997,73.4
Africa,Algeria,Algiers,9,28,1997,77.4
Africa,Algeria,Algiers,9,29,1997,83.9
Africa,Algeria,Algiers,9,30,1997,77.2
Africa,Algeria,Algiers,10,1,1997,74.9
Africa,Algeria,Algiers,10,2,1997,73.8
Africa,Algeria,Algiers,10,3,1997,73.7
Africa,Algeria,Algiers,10,4,1997,73.8
Africa,Algeria,Algiers,10,5,1997,74.6
Africa,Algeria,Algiers,10,6,1997,81.2
Africa,Algeria,Algiers,10,7,1997,73.7
Africa,Algeria,Algiers,10,8,1997,72
Africa,Algeria,Algiers,10,9,1997,71.2
Africa,Algeria,Algiers,10,10,1997,71.5
Africa,Algeria,Algiers,10,11,1997,72.5
Africa,Algeria,Algiers,10,12,1997,75.5
Africa,Algeria,Algiers,10,13,1997,67.2
Africa,Algeria,Algiers,10,14,1997,63.3
Africa,Algeria,Algiers,10,15,1997,62.4
Africa,Algeria,Algiers,10,16,1997,62.6
Africa,Algeria,Algiers,10,17,1997,65.4
Africa,Algeria,Algiers,10,18,1997,73.3
Africa,Algeria,Algiers,10,19,1997,68.8
Africa,Algeria,Algiers,10,20,1997,71.9
Africa,Algeria,Algiers,10,21,1997,76.1
Africa,Algeria,Algiers,10,22,1997,73.7
Africa,Algeria,Algiers,10,23,1997,68.5
Africa,Algeria,Algiers,10,24,1997,67.9
Africa,Algeria,Algiers,10,25,1997,66.4
Africa,Algeria,Algiers,10,26,1997,66.3
Africa,Algeria,Algiers,10,27,1997,67.2
Africa,Algeria,Algiers,10,28,1997,68.9
Africa,Algeria,Algiers,10,29,1997,63.5
Africa,Algeria,Algiers,10,30,1997,56.3
Africa,Algeria,Algiers,10,31,1997,55.9
Africa,Algeria,Algiers,11,1,1997,56.8
Africa,Algeria,Algiers,11,2,1997,59.7
Africa,Algeria,Algiers,11,3,1997,68.2
Africa,Algeria,Algiers,11,4,1997,68.4
Africa,Algeria,Algiers,11,5,1997,73.2
Africa,Algeria,Algiers,11,6,1997,69.2
Africa,Algeria,Algiers,11,7,1997,62.1
Africa,Algeria,Algiers,11,8,1997,65.6
Africa,Algeria,Algiers,11,9,1997,66.4
Africa,Algeria,Algiers,11,10,1997,65.2
Africa,Algeria,Algiers,11,11,1997,61.2
Africa,Algeria,Algiers,11,12,1997,56.5
Africa,Algeria,Algiers,11,13,1997,58
Africa,Algeria,Algiers,11,14,1997,62.3
Africa,Algeria,Algiers,11,15,1997,59
Africa,Algeria,Algiers,11,16,1997,56.9
Africa,Algeria,Algiers,11,17,1997,57.4
Africa,Algeria,Algiers,11,18,1997,58.9
Africa,Algeria,Algiers,11,19,1997,63.4
Africa,Algeria,Algiers,11,20,1997,62.3
Africa,Algeria,Algiers,11,21,1997,59.8
Africa,Algeria,Algiers,11,22,1997,55.8
Africa,Algeria,Algiers,11,23,1997,55.3
Africa,Algeria,Algiers,11,24,1997,42.4
Africa,Algeria,Algiers,11,25,1997,63.6
Africa,Algeria,Algiers,11,26,1997,59.9
Africa,Algeria,Algiers,11,27,1997,57.9
Africa,Algeria,Algiers,11,28,1997,58.8
Africa,Algeria,Algiers,11,29,1997,56.5
Africa,Algeria,Algiers,11,30,1997,59.1
Africa,Algeria,Algiers,12,1,1997,56.2
Africa,Algeria,Algiers,12,2,1997,58.3
Africa,Algeria,Algiers,12,3,1997,58
Africa,Algeria,Algiers,12,4,1997,55.7
Africa,Algeria,Algiers,12,5,1997,53.8
Africa,Algeria,Algiers,12,6,1997,55.3
Africa,Algeria,Algiers,12,7,1997,50.4
Africa,Algeria,Algiers,12,8,1997,52.1
Africa,Algeria,Algiers,12,9,1997,54.3
Africa,Algeria,Algiers,12,10,1997,53.4
Africa,Algeria,Algiers,12,11,1997,56.1
Africa,Algeria,Algiers,12,12,1997,56.4
Africa,Algeria,Algiers,12,13,1997,55.1
Africa,Algeria,Algiers,12,14,1997,50.9
Africa,Algeria,Algiers,12,15,1997,46.3
Africa,Algeria,Algiers,12,16,1997,53.2
Africa,Algeria,Algiers,12,17,1997,63.8
Africa,Algeria,Algiers,12,18,1997,66
Africa,Algeria,Algiers,12,19,1997,57.7
Africa,Algeria,Algiers,12,20,1997,57.7
Africa,Algeria,Algiers,12,21,1997,55
Africa,Algeria,Algiers,12,22,1997,58.8
Africa,Algeria,Algiers,12,23,1997,58.6
Africa,Algeria,Algiers,12,24,1997,55.5
Africa,Algeria,Algiers,12,25,1997,51.3
Africa,Algeria,Algiers,12,26,1997,51.4
Africa,Algeria,Algiers,12,27,1997,52.8
Africa,Algeria,Algiers,12,28,1997,50.7
Africa,Algeria,Algiers,12,29,1997,50
Africa,Algeria,Algiers,12,30,1997,52.2
Africa,Algeria,Algiers,12,31,1997,56.9
Africa,Algeria,Algiers,1,1,1998,50.9
Africa,Algeria,Algiers,1,2,1998,52.5
Africa,Algeria,Algiers,1,3,1998,58.6
Africa,Algeria,Algiers,1,4,1998,56.4
Africa,Algeria,Algiers,1,5,1998,55.8
Africa,Algeria,Algiers,1,6,1998,56.9
Africa,Algeria,Algiers,1,7,1998,51.2
Africa,Algeria,Algiers,1,8,1998,50.9
Africa,Algeria,Algiers,1,9,1998,52.8
Africa,Algeria,Algiers,1,10,1998,56.5
Africa,Algeria,Algiers,1,11,1998,60.9
Africa,Algeria,Algiers,1,12,1998,61.1
Africa,Algeria,Algiers,1,13,1998,59.5
Africa,Algeria,Algiers,1,14,1998,53.1
Africa,Algeria,Algiers,1,15,1998,50.5
Africa,Algeria,Algiers,1,16,1998,49.4
Africa,Algeria,Algiers,1,17,1998,52
Africa,Algeria,Algiers,1,18,1998,46.9
Africa,Algeria,Algiers,1,19,1998,52.6
Africa,Algeria,Algiers,1,20,1998,59.3
Africa,Algeria,Algiers,1,21,1998,50.9
Africa,Algeria,Algiers,1,22,1998,46.1
Africa,Algeria,Algiers,1,23,1998,46.2
Africa,Algeria,Algiers,1,24,1998,49.9
Africa,Algeria,Algiers,1,25,1998,49.9
Africa,Algeria,Algiers,1,26,1998,49.2
Africa,Algeria,Algiers,1,27,1998,53.1
Africa,Algeria,Algiers,1,28,1998,58.4
Africa,Algeria,Algiers,1,29,1998,55.5
Africa,Algeria,Algiers,1,30,1998,55.1
Africa,Algeria,Algiers,1,31,1998,59.2
Africa,Algeria,Algiers,2,1,1998,55.2
Africa,Algeria,Algiers,2,2,1998,58.1
Africa,Algeria,Algiers,2,3,1998,58.3
Africa,Algeria,Algiers,2,4,1998,56.4
Africa,Algeria,Algiers,2,5,1998,58.5
Africa,Algeria,Algiers,2,6,1998,56.3
Africa,Algeria,Algiers,2,7,1998,55.6
Africa,Algeria,Algiers,2,8,1998,49.9
Africa,Algeria,Algiers,2,9,1998,50.8
Africa,Algeria,Algiers,2,10,1998,57.4
Africa,Algeria,Algiers,2,11,1998,56.2
Africa,Algeria,Algiers,2,12,1998,57.5
Africa,Algeria,Algiers,2,13,1998,54.1
Africa,Algeria,Algiers,2,14,1998,53.5
Africa,Algeria,Algiers,2,15,1998,53.5
Africa,Algeria,Algiers,2,16,1998,52.5
Africa,Algeria,Algiers,2,17,1998,53.8
Africa,Algeria,Algiers,2,18,1998,52.5
Africa,Algeria,Algiers,2,19,1998,52.7
Africa,Algeria,Algiers,2,20,1998,54.9
Africa,Algeria,Algiers,2,21,1998,53.7
Africa,Algeria,Algiers,2,22,1998,54.3
Africa,Algeria,Algiers,2,23,1998,49.6
Africa,Algeria,Algiers,2,24,1998,48.8
Africa,Algeria,Algiers,2,25,1998,52.7
Africa,Algeria,Algiers,2,26,1998,52.7
Africa,Algeria,Algiers,2,27,1998,54.1
Africa,Algeria,Algiers,2,28,1998,53.8
Africa,Algeria,Algiers,3,1,1998,53.7
Africa,Algeria,Algiers,3,2,1998,54.1
Africa,Algeria,Algiers,3,3,1998,53.4
Africa,Algeria,Algiers,3,4,1998,56.5
Africa,Algeria,Algiers,3,5,1998,57.1
Africa,Algeria,Algiers,3,6,1998,55
Africa,Algeria,Algiers,3,7,1998,58.6
Africa,Algeria,Algiers,3,8,1998,59.9
Africa,Algeria,Algiers,3,9,1998,60.3
Africa,Algeria,Algiers,3,10,1998,55.2
Africa,Algeria,Algiers,3,11,1998,52.1
Africa,Algeria,Algiers,3,12,1998,50.6
Africa,Algeria,Algiers,3,13,1998,50.7
Africa,Algeria,Algiers,3,14,1998,49.3
Africa,Algeria,Algiers,3,15,1998,52.1
Africa,Algeria,Algiers,3,16,1998,54.7
Africa,Algeria,Algiers,3,17,1998,55.4
Africa,Algeria,Algiers,3,18,1998,54.4
Africa,Algeria,Algiers,3,19,1998,53.1
Africa,Algeria,Algiers,3,20,1998,55.7
Africa,Algeria,Algiers,3,21,1998,52.5
Africa,Algeria,Algiers,3,22,1998,52.6
Africa,Algeria,Algiers,3,23,1998,53.6
Africa,Algeria,Algiers,3,24,1998,57.4
Africa,Algeria,Algiers,3,25,1998,51.6
Africa,Algeria,Algiers,3,26,1998,49
Africa,Algeria,Algiers,3,27,1998,50
Africa,Algeria,Algiers,3,28,1998,55.1
Africa,Algeria,Algiers,3,29,1998,69.1
Africa,Algeria,Algiers,3,30,1998,61.5
Africa,Algeria,Algiers,3,31,1998,59.5
Africa,Algeria,Algiers,4,1,1998,58.5
Africa,Algeria,Algiers,4,2,1998,57.3
Africa,Algeria,Algiers,4,3,1998,60.5
Africa,Algeria,Algiers,4,4,1998,63.7
Africa,Algeria,Algiers,4,5,1998,62.4
Africa,Algeria,Algiers,4,6,1998,58.8
Africa,Algeria,Algiers,4,7,1998,62.7
Africa,Algeria,Algiers,4,8,1998,60
Africa,Algeria,Algiers,4,9,1998,59
Africa,Algeria,Algiers,4,10,1998,58.9
Africa,Algeria,Algiers,4,11,1998,56.3
Africa,Algeria,Algiers,4,12,1998,54.6
Africa,Algeria,Algiers,4,13,1998,52
Africa,Algeria,Algiers,4,14,1998,53.2
Africa,Algeria,Algiers,4,15,1998,59.8
Africa,Algeria,Algiers,4,16,1998,60.7
Africa,Algeria,Algiers,4,17,1998,61.2
Africa,Algeria,Algiers,4,18,1998,57.2
Africa,Algeria,Algiers,4,19,1998,56
Africa,Algeria,Algiers,4,20,1998,59.3
Africa,Algeria,Algiers,4,21,1998,64.2
Africa,Algeria,Algiers,4,22,1998,61.9
Africa,Algeria,Algiers,4,23,1998,59.2
Africa,Algeria,Algiers,4,24,1998,62.6
Africa,Algeria,Algiers,4,25,1998,62.9
Africa,Algeria,Algiers,4,26,1998,66.7
Africa,Algeria,Algiers,4,27,1998,61.6
Africa,Algeria,Algiers,4,28,1998,59.2
Africa,Algeria,Algiers,4,29,1998,63.1
Africa,Algeria,Algiers,4,30,1998,62
Africa,Algeria,Algiers,5,1,1998,58.9
Africa,Algeria,Algiers,5,2,1998,58.1
Africa,Algeria,Algiers,5,3,1998,53.2
Africa,Algeria,Algiers,5,4,1998,57.2
Africa,Algeria,Algiers,5,5,1998,57.8
Africa,Algeria,Algiers,5,6,1998,57.6
Africa,Algeria,Algiers,5,7,1998,61
Africa,Algeria,Algiers,5,8,1998,70.5
Africa,Algeria,Algiers,5,9,1998,66.6
Africa,Algeria,Algiers,5,10,1998,66.6
Africa,Algeria,Algiers,5,11,1998,69.5
Africa,Algeria,Algiers,5,12,1998,65
Africa,Algeria,Algiers,5,13,1998,64.3
Africa,Algeria,Algiers,5,14,1998,62.2
Africa,Algeria,Algiers,5,15,1998,62.2
Africa,Algeria,Algiers,5,16,1998,64.7
Africa,Algeria,Algiers,5,17,1998,65.8
Africa,Algeria,Algiers,5,18,1998,68.1
Africa,Algeria,Algiers,5,19,1998,64.4
Africa,Algeria,Algiers,5,20,1998,65.5
Africa,Algeria,Algiers,5,21,1998,64.9
Africa,Algeria,Algiers,5,22,1998,65.5
Africa,Algeria,Algiers,5,23,1998,68
Africa,Algeria,Algiers,5,24,1998,64.3
Africa,Algeria,Algiers,5,25,1998,64.3
Africa,Algeria,Algiers,5,26,1998,65.4
Africa,Algeria,Algiers,5,27,1998,67.1
Africa,Algeria,Algiers,5,28,1998,65.9
Africa,Algeria,Algiers,5,29,1998,64.9
Africa,Algeria,Algiers,5,30,1998,67.7
Africa,Algeria,Algiers,5,31,1998,69.4
Africa,Algeria,Algiers,6,1,1998,72.3
Africa,Algeria,Algiers,6,2,1998,73.9
Africa,Algeria,Algiers,6,3,1998,71.2
Africa,Algeria,Algiers,6,4,1998,70.5
Africa,Algeria,Algiers,6,5,1998,69.4
Africa,Algeria,Algiers,6,6,1998,71.2
Africa,Algeria,Algiers,6,7,1998,68.6
Africa,Algeria,Algiers,6,8,1998,69.8
Africa,Algeria,Algiers,6,9,1998,71.2
Africa,Algeria,Algiers,6,10,1998,73.6
Africa,Algeria,Algiers,6,11,1998,70.3
Africa,Algeria,Algiers,6,12,1998,66.5
Africa,Algeria,Algiers,6,13,1998,64.8
Africa,Algeria,Algiers,6,14,1998,70.1
Africa,Algeria,Algiers,6,15,1998,71.4
Africa,Algeria,Algiers,6,16,1998,70.6
Africa,Algeria,Algiers,6,17,1998,68.7
Africa,Algeria,Algiers,6,18,1998,66.9
Africa,Algeria,Algiers,6,19,1998,68.1
Africa,Algeria,Algiers,6,20,1998,70.9
Africa,Algeria,Algiers,6,21,1998,69.6
Africa,Algeria,Algiers,6,22,1998,70.5
Africa,Algeria,Algiers,6,23,1998,71.4
Africa,Algeria,Algiers,6,24,1998,74.7
Africa,Algeria,Algiers,6,25,1998,74.8
Africa,Algeria,Algiers,6,26,1998,75.3
Africa,Algeria,Algiers,6,27,1998,75.9
Africa,Algeria,Algiers,6,28,1998,77
Africa,Algeria,Algiers,6,29,1998,75.1
Africa,Algeria,Algiers,6,30,1998,78.8
Africa,Algeria,Algiers,7,1,1998,78.6
Africa,Algeria,Algiers,7,2,1998,78.3
Africa,Algeria,Algiers,7,3,1998,76.5
Africa,Algeria,Algiers,7,4,1998,74.9
Africa,Algeria,Algiers,7,5,1998,76.9
Africa,Algeria,Algiers,7,6,1998,77.7
Africa,Algeria,Algiers,7,7,1998,79.5
Africa,Algeria,Algiers,7,8,1998,73.1
Africa,Algeria,Algiers,7,9,1998,73.8
Africa,Algeria,Algiers,7,10,1998,73.4
Africa,Algeria,Algiers,7,11,1998,77.4
Africa,Algeria,Algiers,7,12,1998,77.8
Africa,Algeria,Algiers,7,13,1998,78.2
Africa,Algeria,Algiers,7,14,1998,74.5
Africa,Algeria,Algiers,7,15,1998,76.5
Africa,Algeria,Algiers,7,16,1998,74.1
Africa,Algeria,Algiers,7,17,1998,73.4
Africa,Algeria,Algiers,7,18,1998,77.1
Africa,Algeria,Algiers,7,19,1998,77.6
Africa,Algeria,Algiers,7,20,1998,74.5
Africa,Algeria,Algiers,7,21,1998,77.3
Africa,Algeria,Algiers,7,22,1998,76.8
Africa,Algeria,Algiers,7,23,1998,77.8
Africa,Algeria,Algiers,7,24,1998,76.1
Africa,Algeria,Algiers,7,25,1998,74.9
Africa,Algeria,Algiers,7,26,1998,79.1
Africa,Algeria,Algiers,7,27,1998,79.9
Africa,Algeria,Algiers,7,28,1998,79.5
Africa,Algeria,Algiers,7,29,1998,77.5
Africa,Algeria,Algiers,7,30,1998,79.6
Africa,Algeria,Algiers,7,31,1998,80
Africa,Algeria,Algiers,8,1,1998,79.3
Africa,Algeria,Algiers,8,2,1998,78.8
Africa,Algeria,Algiers,8,3,1998,73.8
Africa,Algeria,Algiers,8,4,1998,73
Africa,Algeria,Algiers,8,5,1998,73.2
Africa,Algeria,Algiers,8,6,1998,75.3
Africa,Algeria,Algiers,8,7,1998,75.8
Africa,Algeria,Algiers,8,8,1998,75.9
Africa,Algeria,Algiers,8,9,1998,76.3
Africa,Algeria,Algiers,8,10,1998,77.8
Africa,Algeria,Algiers,8,11,1998,78.1
Africa,Algeria,Algiers,8,12,1998,78.7
Africa,Algeria,Algiers,8,13,1998,78.7
Africa,Algeria,Algiers,8,14,1998,77.6
Africa,Algeria,Algiers,8,15,1998,79.5
Africa,Algeria,Algiers,8,16,1998,89.6
Africa,Algeria,Algiers,8,17,1998,82.7
Africa,Algeria,Algiers,8,18,1998,84.8
Africa,Algeria,Algiers,8,19,1998,79.6
Africa,Algeria,Algiers,8,20,1998,80.1
Africa,Algeria,Algiers,8,21,1998,77.6
Africa,Algeria,Algiers,8,22,1998,78.1
Africa,Algeria,Algiers,8,23,1998,77.5
Africa,Algeria,Algiers,8,24,1998,76.2
Africa,Algeria,Algiers,8,25,1998,77.3
Africa,Algeria,Algiers,8,26,1998,78.2
Africa,Algeria,Algiers,8,27,1998,79.9
Africa,Algeria,Algiers,8,28,1998,76.2
Africa,Algeria,Algiers,8,29,1998,76.8
Africa,Algeria,Algiers,8,30,1998,76.5
Africa,Algeria,Algiers,8,31,1998,86.8
Africa,Algeria,Algiers,9,1,1998,88.2
Africa,Algeria,Algiers,9,2,1998,81
Africa,Algeria,Algiers,9,3,1998,80.6
Africa,Algeria,Algiers,9,4,1998,79.8
Africa,Algeria,Algiers,9,5,1998,79.5
Africa,Algeria,Algiers,9,6,1998,77.1
Africa,Algeria,Algiers,9,7,1998,80.1
Africa,Algeria,Algiers,9,8,1998,77.7
Africa,Algeria,Algiers,9,9,1998,73.4
Africa,Algeria,Algiers,9,10,1998,75.9
Africa,Algeria,Algiers,9,11,1998,78.6
Africa,Algeria,Algiers,9,12,1998,75.4
Africa,Algeria,Algiers,9,13,1998,76.8
Africa,Algeria,Algiers,9,14,1998,74.3
Africa,Algeria,Algiers,9,15,1998,71.2
Africa,Algeria,Algiers,9,16,1998,70.9
Africa,Algeria,Algiers,9,17,1998,74.4
Africa,Algeria,Algiers,9,18,1998,74
Africa,Algeria,Algiers,9,19,1998,74.1
Africa,Algeria,Algiers,9,20,1998,74.4
Africa,Algeria,Algiers,9,21,1998,70.2
Africa,Algeria,Algiers,9,22,1998,69.8
Africa,Algeria,Algiers,9,23,1998,71.3
Africa,Algeria,Algiers,9,24,1998,72.3
Africa,Algeria,Algiers,9,25,1998,75
Africa,Algeria,Algiers,9,26,1998,76.2
Africa,Algeria,Algiers,9,27,1998,73.5
Africa,Algeria,Algiers,9,28,1998,74.7
Africa,Algeria,Algiers,9,29,1998,74.8
Africa,Algeria,Algiers,9,30,1998,73.1
Africa,Algeria,Algiers,10,1,1998,69.3
Africa,Algeria,Algiers,10,2,1998,67.8
Africa,Algeria,Algiers,10,3,1998,64.4
Africa,Algeria,Algiers,10,4,1998,67.6
Africa,Algeria,Algiers,10,5,1998,69.7
Africa,Algeria,Algiers,10,6,1998,67
Africa,Algeria,Algiers,10,7,1998,62
Africa,Algeria,Algiers,10,8,1998,59.3
Africa,Algeria,Algiers,10,9,1998,57
Africa,Algeria,Algiers,10,10,1998,59
Africa,Algeria,Algiers,10,11,1998,61.5
Africa,Algeria,Algiers,10,12,1998,63.9
Africa,Algeria,Algiers,10,13,1998,64
Africa,Algeria,Algiers,10,14,1998,59.8
Africa,Algeria,Algiers,10,15,1998,63.3
Africa,Algeria,Algiers,10,16,1998,66.4
Africa,Algeria,Algiers,10,17,1998,67.1
Africa,Algeria,Algiers,10,18,1998,64.5
Africa,Algeria,Algiers,10,19,1998,65
Africa,Algeria,Algiers,10,20,1998,61.1
Africa,Algeria,Algiers,10,21,1998,58
Africa,Algeria,Algiers,10,22,1998,61.8
Africa,Algeria,Algiers,10,23,1998,64.8
Africa,Algeria,Algiers,10,24,1998,62.3
Africa,Algeria,Algiers,10,25,1998,65
Africa,Algeria,Algiers,10,26,1998,61.3
Africa,Algeria,Algiers,10,27,1998,60.9
Africa,Algeria,Algiers,10,28,1998,59.8
Africa,Algeria,Algiers,10,29,1998,61.9
Africa,Algeria,Algiers,10,30,1998,59.6
Africa,Algeria,Algiers,10,31,1998,59
Africa,Algeria,Algiers,11,1,1998,59
Africa,Algeria,Algiers,11,2,1998,60
Africa,Algeria,Algiers,11,3,1998,61.3
Africa,Algeria,Algiers,11,4,1998,64.3
Africa,Algeria,Algiers,11,5,1998,64.3
Africa,Algeria,Algiers,11,6,1998,62.5
Africa,Algeria,Algiers,11,7,1998,63.1
Africa,Algeria,Algiers,11,8,1998,58.5
Africa,Algeria,Algiers,11,9,1998,61.2
Africa,Algeria,Algiers,11,10,1998,62.4
Africa,Algeria,Algiers,11,11,1998,62.5
Africa,Algeria,Algiers,11,12,1998,60.2
Africa,Algeria,Algiers,11,13,1998,61.3
Africa,Algeria,Algiers,11,14,1998,65.2
Africa,Algeria,Algiers,11,15,1998,63.5
Africa,Algeria,Algiers,11,16,1998,61.9
Africa,Algeria,Algiers,11,17,1998,60
Africa,Algeria,Algiers,11,18,1998,58
Africa,Algeria,Algiers,11,19,1998,54.4
Africa,Algeria,Algiers,11,20,1998,54.4
Africa,Algeria,Algiers,11,21,1998,52.2
Africa,Algeria,Algiers,11,22,1998,51.2
Africa,Algeria,Algiers,11,23,1998,51
Africa,Algeria,Algiers,11,24,1998,52
Africa,Algeria,Algiers,11,25,1998,52.5
Africa,Algeria,Algiers,11,26,1998,52.8
Africa,Algeria,Algiers,11,27,1998,51.2
Africa,Algeria,Algiers,11,28,1998,53.5
Africa,Algeria,Algiers,11,29,1998,54.8
Africa,Algeria,Algiers,11,30,1998,49
Africa,Algeria,Algiers,12,1,1998,50.5
Africa,Algeria,Algiers,12,2,1998,51.7
Africa,Algeria,Algiers,12,3,1998,51.6
Africa,Algeria,Algiers,12,4,1998,50.9
Africa,Algeria,Algiers,12,5,1998,50.2
Africa,Algeria,Algiers,12,6,1998,51.1
Africa,Algeria,Algiers,12,7,1998,52.7
Africa,Algeria,Algiers,12,8,1998,50.4
Africa,Algeria,Algiers,12,9,1998,48.2
Africa,Algeria,Algiers,12,10,1998,50.6
Africa,Algeria,Algiers,12,11,1998,51.2
Africa,Algeria,Algiers,12,12,1998,57.8
Africa,Algeria,Algiers,12,13,1998,56.1
Africa,Algeria,Algiers,12,14,1998,53.1
Africa,Algeria,Algiers,12,15,1998,52.4
Africa,Algeria,Algiers,12,16,1998,48.9
Africa,Algeria,Algiers,12,17,1998,47
Africa,Algeria,Algiers,12,18,1998,50.8
Africa,Algeria,Algiers,12,19,1998,53.8
Africa,Algeria,Algiers,12,20,1998,51.8
Africa,Algeria,Algiers,12,21,1998,54.7
Africa,Algeria,Algiers,12,22,1998,47.1
Africa,Algeria,Algiers,12,23,1998,48.3
Africa,Algeria,Algiers,12,24,1998,-99
Africa,Algeria,Algiers,12,25,1998,-99
Africa,Algeria,Algiers,12,26,1998,49.9
Africa,Algeria,Algiers,12,27,1998,49.9
Africa,Algeria,Algiers,12,28,1998,54.6
Africa,Algeria,Algiers,12,29,1998,51.1
Africa,Algeria,Algiers,12,30,1998,-99
Africa,Algeria,Algiers,12,31,1998,-99
Africa,Algeria,Algiers,1,1,1999,52.6
Africa,Algeria,Algiers,1,2,1999,49.4
Africa,Algeria,Algiers,1,3,1999,52.7
Africa,Algeria,Algiers,1,4,1999,49.8
Africa,Algeria,Algiers,1,5,1999,48.9
Africa,Algeria,Algiers,1,6,1999,52.1
Africa,Algeria,Algiers,1,7,1999,50.9
Africa,Algeria,Algiers,1,8,1999,49.9
Africa,Algeria,Algiers,1,9,1999,49.2
Africa,Algeria,Algiers,1,10,1999,-99
Africa,Algeria,Algiers,1,11,1999,51.1
Africa,Algeria,Algiers,1,12,1999,58.5
Africa,Algeria,Algiers,1,13,1999,54.3
Africa,Algeria,Algiers,1,14,1999,49.1
Africa,Algeria,Algiers,1,15,1999,55.1
Africa,Algeria,Algiers,1,16,1999,55.2
Africa,Algeria,Algiers,1,17,1999,54.7
Africa,Algeria,Algiers,1,18,1999,49.9
Africa,Algeria,Algiers,1,19,1999,55.4
Africa,Algeria,Algiers,1,20,1999,51.2
Africa,Algeria,Algiers,1,21,1999,50.2
Africa,Algeria,Algiers,1,22,1999,60.2
Africa,Algeria,Algiers,1,23,1999,56.9
Africa,Algeria,Algiers,1,24,1999,52.7
Africa,Algeria,Algiers,1,25,1999,52
Africa,Algeria,Algiers,1,26,1999,48.9
Africa,Algeria,Algiers,1,27,1999,53.6
